"Block","Trial","PatternType","LeftCoh","RightCoh","Response","RT","Acc","SessionDate","ParticipantID","Coh","Run","DegPSec"
1,1,"linear",0.1,0,"L",2.9355,"TRUE",2014-12-03,10,0.1,3,2
1,2,"linear",0.2,0,"L",2.8249,"TRUE",2014-12-03,10,0.2,3,2
1,3,"radial",0.2,0,"L",5.388,"TRUE",2014-12-03,10,0.2,3,2
1,4,"linear",0.05,0,"R",2.5856,"FALSE",2014-12-03,10,0.05,3,2
1,5,"linear",0,0.2,"L",1.4848,"FALSE",2014-12-03,10,0.2,3,2
1,6,"radial",0,0.05,"L",5.0712,"FALSE",2014-12-03,10,0.05,3,2
1,7,"radial",0,0.2,"R",1.5184,"TRUE",2014-12-03,10,0.2,3,2
1,8,"linear",0,0.15,"R",2.819,"TRUE",2014-12-03,10,0.15,3,2
1,9,"radial",0,0.15,"R",1.3844,"TRUE",2014-12-03,10,0.15,3,2
1,10,"linear",0,0.1,"R",2.6857,"TRUE",2014-12-03,10,0.1,3,2
1,11,"radial",0.05,0,"R",5.5052,"FALSE",2014-12-03,10,0.05,3,2
1,12,"linear",0,0.05,"R",5.0879,"TRUE",2014-12-03,10,0.05,3,2
1,13,"radial",0.15,0,"L",2.121,"TRUE",2014-12-03,10,0.15,3,2
1,14,"linear",0.15,0,"L",4.6888,"TRUE",2014-12-03,10,0.15,3,2
1,15,"radial",0,0.1,"R",4.254,"TRUE",2014-12-03,10,0.1,3,2
1,16,"radial",0.1,0,"R",5.6045,"FALSE",2014-12-03,10,0.1,3,2
2,1,"radial",0.2,0,"L",2.5857,"TRUE",2014-12-03,10,0.2,3,2
2,2,"linear",0.1,0,"L",2.5021,"TRUE",2014-12-03,10,0.1,3,2
2,3,"linear",0.2,0,"L",3.3863,"TRUE",2014-12-03,10,0.2,3,2
2,4,"linear",0.05,0,"R",6.1885,"FALSE",2014-12-03,10,0.05,3,2
2,5,"linear",0,0.2,"R",2.4351,"TRUE",2014-12-03,10,0.2,3,2
2,6,"radial",0,0.05,"L",2.3023,"FALSE",2014-12-03,10,0.05,3,2
2,7,"radial",0,0.2,"R",2.7535,"TRUE",2014-12-03,10,0.2,3,2
2,8,"linear",0,0.15,"R",2.5858,"TRUE",2014-12-03,10,0.15,3,2
2,9,"linear",0,0.1,"R",3.9384,"TRUE",2014-12-03,10,0.1,3,2
2,10,"radial",0,0.15,"R",1.5182,"TRUE",2014-12-03,10,0.15,3,2
2,11,"radial",0.05,0,"L",3.3698,"TRUE",2014-12-03,10,0.05,3,2
2,12,"radial",0.15,0,"L",3.0426,"TRUE",2014-12-03,10,0.15,3,2
2,13,"linear",0,0.05,"R",2.3688,"TRUE",2014-12-03,10,0.05,3,2
2,14,"radial",0,0.1,"R",4.8375,"TRUE",2014-12-03,10,0.1,3,2
2,15,"radial",0.1,0,"R",5.6241,"FALSE",2014-12-03,10,0.1,3,2
2,16,"linear",0.15,0,"L",2.5519,"TRUE",2014-12-03,10,0.15,3,2
3,1,"radial",0.2,0,"L",3.0202,"TRUE",2014-12-03,10,0.2,3,2
3,2,"radial",0,0.05,"R",3.3028,"TRUE",2014-12-03,10,0.05,3,2
3,3,"radial",0,0.2,"R",2.7523,"TRUE",2014-12-03,10,0.2,3,2
3,4,"radial",0,0.15,"R",2.6859,"TRUE",2014-12-03,10,0.15,3,2
3,5,"linear",0.1,0,"L",1.9022,"TRUE",2014-12-03,10,0.1,3,2
3,6,"linear",0.2,0,"L",1.8016,"TRUE",2014-12-03,10,0.2,3,2
3,7,"linear",0.05,0,"L",1.2744,"TRUE",2014-12-03,10,0.05,3,2
3,8,"linear",0,0.2,"R",1.3256,"TRUE",2014-12-03,10,0.2,3,2
3,9,"linear",0,0.15,"R",1.3179,"TRUE",2014-12-03,10,0.15,3,2
3,10,"radial",0.05,0,"R",1.1878,"FALSE",2014-12-03,10,0.05,3,2
3,11,"radial",0.15,0,"L",2.3353,"TRUE",2014-12-03,10,0.15,3,2
3,12,"radial",0,0.1,"R",2.5858,"TRUE",2014-12-03,10,0.1,3,2
3,13,"radial",0.1,0,"L",3.2601,"TRUE",2014-12-03,10,0.1,3,2
