Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.1,0,R,4.1035,FALSE
1,2,linear,0.2,0,L,1.4379,TRUE
1,3,radial,0.2,0,L,1.7017,TRUE
1,4,linear,0.05,0,R,2.3686,FALSE
1,5,linear,0,0.2,R,1.7016,TRUE
1,6,radial,0,0.05,R,1.4515,TRUE
1,7,radial,0,0.2,R,2.8029,TRUE
1,8,linear,0,0.15,R,3.6694,TRUE
1,9,radial,0,0.15,R,2.5522,TRUE
1,10,linear,0,0.1,R,2.8194,TRUE
1,11,radial,0.05,0,L,4.6537,TRUE
1,12,linear,0,0.05,R,3.926,TRUE
1,13,radial,0.15,0,L,1.6016,TRUE
1,14,linear,0.15,0,L,2.719,TRUE
1,15,radial,0,0.1,R,5.1377,TRUE
1,16,radial,0.1,0,L,5.2878,TRUE
2,1,radial,0.2,0,L,2.4361,TRUE
2,2,linear,0.1,0,L,2.2519,TRUE
2,3,linear,0.2,0,L,1.1448,TRUE
2,4,linear,0.05,0,L,3.8573,TRUE
2,5,linear,0,0.2,R,3.2403,TRUE
2,6,radial,0,0.05,R,3.7529,TRUE
2,7,radial,0,0.2,R,2.9391,TRUE
2,8,linear,0,0.15,R,2.452,TRUE
2,9,linear,0,0.1,R,2.4687,TRUE
2,10,radial,0,0.15,R,2.6023,TRUE
2,11,radial,0.05,0,R,2.4689,FALSE
2,12,radial,0.15,0,L,3.8125,TRUE
2,13,linear,0,0.05,R,3.9032,TRUE
2,14,radial,0,0.1,R,3.3364,TRUE
2,15,radial,0.1,0,R,5.338,FALSE
2,16,linear,0.15,0,R,2.519,FALSE
3,1,radial,0.2,0,L,1.1767,TRUE
3,2,radial,0,0.05,R,1.8852,TRUE
3,3,radial,0,0.2,R,1.2722,TRUE
3,4,radial,0,0.15,R,1.5872,TRUE
3,5,linear,0.1,0,L,2.4191,TRUE
3,6,linear,0.2,0,L,2.0848,TRUE
3,7,linear,0.05,0,R,3.9702,FALSE
3,8,linear,0,0.2,R,1.1907,TRUE
3,9,linear,0,0.15,R,4.1039,TRUE
3,10,radial,0.05,0,R,3.4364,FALSE
3,11,radial,0.15,0,L,2.2371,TRUE
3,12,radial,0,0.1,R,2.4856,TRUE
3,13,radial,0.1,0,R,3.1525,FALSE
3,14,linear,0,0.1,R,2.569,TRUE
3,15,linear,0,0.05,R,2.6523,TRUE
3,16,linear,0.15,0,R,2.5524,FALSE
4,1,linear,0.1,0,L,3.4363,TRUE
4,2,radial,0.2,0,L,1.1011,TRUE
4,3,radial,0,0.05,R,7.0894,TRUE
4,4,linear,0.2,0,L,2.3353,TRUE
4,5,linear,0.05,0,L,9.6584,TRUE
4,6,radial,0,0.2,R,1.006,TRUE
4,7,radial,0,0.15,R,1.3679,TRUE
4,8,linear,0,0.2,R,1.4738,TRUE
4,9,linear,0,0.15,R,1.3179,TRUE
4,10,linear,0,0.1,R,1.6849,TRUE
4,11,radial,0.05,0,R,1.9018,FALSE
4,12,linear,0,0.05,L,4.6457,FALSE
4,13,radial,0.15,0,L,2.0684,TRUE
4,14,linear,0.15,0,L,2.5023,TRUE
4,15,radial,0,0.1,R,1.8016,TRUE
4,16,radial,0.1,0,R,4.7265,FALSE
5,1,radial,0.2,0,L,1.1236,TRUE
5,2,linear,0.1,0,L,1.6016,TRUE
5,3,linear,0.2,0,L,2.0349,TRUE
5,4,radial,0,0.05,L,5.5215,FALSE
5,5,radial,0,0.2,R,0.8676,TRUE
5,6,linear,0.05,0,R,4.909,FALSE
5,7,linear,0,0.2,R,2.4856,TRUE
5,8,radial,0,0.15,R,0.90074,TRUE
5,9,radial,0.05,0,R,2.2851,FALSE
5,10,radial,0.15,0,L,1.7181,TRUE
5,11,radial,0,0.1,R,4.239,TRUE
5,12,radial,0.1,0,R,4.4209,FALSE
5,13,linear,0,0.15,R,3.0062,TRUE
5,14,linear,0,0.1,R,1.7351,TRUE
5,15,linear,0,0.05,R,5.0293,TRUE
5,16,linear,0.15,0,L,2.219,TRUE
