"Block","Trial","PatternType","LeftCoh","RightCoh","Response","RT","Acc","SessionDate","ParticipantID","Coh","Run","DegPSec"
1,4,"linear",0.05,0,"L",1.1344,TRUE,2014-10-13,1,0.05,1,2
1,12,"linear",0,0.05,"L",2.1412,FALSE,2014-10-13,1,0.05,1,2
2,4,"linear",0.05,0,"R",4.4376,FALSE,2014-10-13,1,0.05,1,2
2,13,"linear",0,0.05,"R",3.1377,TRUE,2014-10-13,1,0.05,1,2
3,7,"linear",0.05,0,"R",2.7523,FALSE,2014-10-13,1,0.05,1,2
3,15,"linear",0,0.05,"R",1.5181,TRUE,2014-10-13,1,0.05,1,2
4,5,"linear",0.05,0,"L",1.0846,TRUE,2014-10-13,1,0.05,1,2
4,12,"linear",0,0.05,"R",1.9683,TRUE,2014-10-13,1,0.05,1,2
5,6,"linear",0.05,0,"L",2.9196,TRUE,2014-10-13,1,0.05,1,2
5,15,"linear",0,0.05,"R",3.737,TRUE,2014-10-13,1,0.05,1,2
1,1,"linear",0.1,0,"L",3.0539,TRUE,2014-10-13,1,0.1,1,2
1,10,"linear",0,0.1,"L",1.939,FALSE,2014-10-13,1,0.1,1,2
2,2,"linear",0.1,0,"L",1.3216,TRUE,2014-10-13,1,0.1,1,2
2,9,"linear",0,0.1,"L",1.7683,FALSE,2014-10-13,1,0.1,1,2
3,5,"linear",0.1,0,"R",2.686,FALSE,2014-10-13,1,0.1,1,2
3,14,"linear",0,0.1,"R",2.0564,TRUE,2014-10-13,1,0.1,1,2
4,1,"linear",0.1,0,"L",1.2348,TRUE,2014-10-13,1,0.1,1,2
4,10,"linear",0,0.1,"R",2.1351,TRUE,2014-10-13,1,0.1,1,2
5,2,"linear",0.1,0,"L",2.052,TRUE,2014-10-13,1,0.1,1,2
5,14,"linear",0,0.1,"R",1.1176,TRUE,2014-10-13,1,0.1,1,2
1,8,"linear",0,0.15,"L",1.0178,FALSE,2014-10-13,1,0.15,1,2
1,14,"linear",0.15,0,"L",0.88476,TRUE,2014-10-13,1,0.15,1,2
2,8,"linear",0,0.15,"R",1.835,TRUE,2014-10-13,1,0.15,1,2
2,16,"linear",0.15,0,"L",1.0873,TRUE,2014-10-13,1,0.15,1,2
3,9,"linear",0,0.15,"R",1.0009,TRUE,2014-10-13,1,0.15,1,2
3,16,"linear",0.15,0,"L",1.3011,TRUE,2014-10-13,1,0.15,1,2
4,9,"linear",0,0.15,"L",1.3343,FALSE,2014-10-13,1,0.15,1,2
4,14,"linear",0.15,0,"L",2.155,TRUE,2014-10-13,1,0.15,1,2
5,13,"linear",0,0.15,"R",1.4231,TRUE,2014-10-13,1,0.15,1,2
5,16,"linear",0.15,0,"L",1.718,TRUE,2014-10-13,1,0.15,1,2
1,2,"linear",0.2,0,"L",0.85076,TRUE,2014-10-13,1,0.2,1,2
1,5,"linear",0,0.2,"R",1.0344,TRUE,2014-10-13,1,0.2,1,2
2,3,"linear",0.2,0,"L",0.86772,TRUE,2014-10-13,1,0.2,1,2
2,5,"linear",0,0.2,"R",0.90089,TRUE,2014-10-13,1,0.2,1,2
3,6,"linear",0.2,0,"L",1.151,TRUE,2014-10-13,1,0.2,1,2
3,8,"linear",0,0.2,"L",1.1344,FALSE,2014-10-13,1,0.2,1,2
4,4,"linear",0.2,0,"L",0.86751,TRUE,2014-10-13,1,0.2,1,2
4,8,"linear",0,0.2,"R",1.1346,TRUE,2014-10-13,1,0.2,1,2
5,3,"linear",0.2,0,"L",1.2381,TRUE,2014-10-13,1,0.2,1,2
5,7,"linear",0,0.2,"R",0.95095,TRUE,2014-10-13,1,0.2,1,2
1,6,"radial",0,0.05,"L",1.1844,FALSE,2014-10-13,1,0.05,1,2
