Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,10,linear,0.05,0,L,2.769,TRUE
1,16,linear,0,0.05,R,3.4867,TRUE
2,10,linear,0.05,0,L,1.2845,TRUE
2,16,linear,0,0.05,R,3.8866,TRUE
3,12,linear,0.05,0,L,1.3919,TRUE
3,16,linear,0,0.05,L,1.8349,FALSE
4,12,linear,0.05,0,L,1.1105,TRUE
4,16,linear,0,0.05,R,1.529,TRUE
5,9,linear,0.05,0,L,0.834,TRUE
5,16,linear,0,0.05,R,3.2529,TRUE
1,5,radial,0.05,0,R,2.8529,FALSE
1,11,radial,0,0.05,R,2.586,TRUE
2,8,radial,0.05,0,R,1.3345,FALSE
2,11,radial,0,0.05,L,2.7857,FALSE
3,5,radial,0.05,0,R,1.568,FALSE
3,7,radial,0,0.05,L,2.5358,FALSE
4,7,radial,0.05,0,L,1.2345,TRUE
4,10,radial,0,0.05,L,2.7534,FALSE
5,8,radial,0.05,0,R,1.3514,FALSE
5,13,radial,0,0.05,L,2.7525,FALSE
1,7,linear,0,0.1,L,2.4021,FALSE
1,15,linear,0.1,0,R,3.7207,FALSE
2,3,linear,0,0.1,L,4.0909,FALSE
2,14,linear,0.1,0,L,1.835,TRUE
3,9,linear,0,0.1,L,0.98445,FALSE
3,15,linear,0.1,0,L,2.2855,TRUE
4,5,linear,0,0.1,R,3.4863,TRUE
4,15,linear,0.1,0,L,1.2253,TRUE
5,3,linear,0,0.1,R,1.9183,TRUE
5,14,linear,0.1,0,R,2.0019,FALSE
1,2,radial,0.1,0,R,1.5851,FALSE
1,9,radial,0,0.1,R,3.7867,TRUE
2,4,radial,0.1,0,L,1.3445,TRUE
2,9,radial,0,0.1,R,2.1871,TRUE
3,2,radial,0.1,0,L,2.1386,TRUE
3,6,radial,0,0.1,R,1.3552,TRUE
4,3,radial,0.1,0,L,1.8521,TRUE
4,9,radial,0,0.1,L,1.1847,FALSE
5,4,radial,0.1,0,L,0.95109,TRUE
5,12,radial,0,0.1,R,1.4177,TRUE
1,8,linear,0.15,0,L,1.0679,TRUE
1,13,linear,0,0.15,L,1.2845,FALSE
2,6,linear,0.15,0,L,1.001,TRUE
2,12,linear,0,0.15,R,1.5678,TRUE
3,11,linear,0.15,0,L,1.301,TRUE
3,13,linear,0,0.15,L,1.3847,FALSE
4,8,linear,0.15,0,L,0.9343,TRUE
4,13,linear,0,0.15,L,1.368,FALSE
5,5,linear,0.15,0,L,0.98398,TRUE
5,10,linear,0,0.15,R,1.8683,TRUE
1,1,radial,0.15,0,L,3.402,TRUE
1,3,radial,0,0.15,R,2.286,TRUE
2,2,radial,0.15,0,L,1.2012,TRUE
2,5,radial,0,0.15,R,1.4514,TRUE
3,1,radial,0.15,0,L,1.8348,TRUE
3,3,radial,0,0.15,R,1.001,TRUE
4,1,radial,0.15,0,L,1.241,TRUE
4,4,radial,0,0.15,R,2.4067,TRUE
5,2,radial,0.15,0,L,1.0844,TRUE
5,6,radial,0,0.15,L,1.9183,FALSE
1,6,linear,0.2,0,L,1.0343,TRUE
1,14,linear,0,0.2,R,0.90121,TRUE
2,1,linear,0.2,0,L,0.95093,TRUE
2,13,linear,0,0.2,R,1.1344,TRUE
3,8,linear,0.2,0,L,0.88424,TRUE
3,14,linear,0,0.2,R,1.3513,TRUE
4,2,linear,0.2,0,L,0.96766,TRUE
4,14,linear,0,0.2,R,1.2012,TRUE
5,1,linear,0.2,0,L,0.83767,TRUE
5,11,linear,0,0.2,R,1.0009,TRUE
1,4,radial,0,0.2,L,2.8856,FALSE
1,12,radial,0.2,0,L,0.9842,TRUE
2,7,radial,0,0.2,R,1.1009,TRUE
2,15,radial,0.2,0,L,0.90094,TRUE
3,4,radial,0,0.2,R,1.0356,TRUE
3,10,radial,0.2,0,L,1.1518,TRUE
4,6,radial,0,0.2,R,0.86781,TRUE
4,11,radial,0.2,0,L,1.0719,TRUE
5,7,radial,0,0.2,R,1.0847,TRUE
5,15,radial,0.2,0,L,1.468,TRUE
