Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,radial,0.15,0,L,1.5718,TRUE
1,2,radial,0.1,0,L,4.2475,TRUE
1,3,radial,0,0.15,R,1.5179,TRUE
1,4,radial,0,0.2,R,1.1184,TRUE
1,5,radial,0.05,0,L,2.9563,TRUE
1,6,linear,0.2,0,L,0.9846,TRUE
1,7,linear,0,0.1,R,2.3416,TRUE
1,8,linear,0.15,0,L,3.2862,TRUE
1,9,radial,0,0.1,R,1.9021,TRUE
1,10,linear,0.05,0,R,2.5525,FALSE
1,11,radial,0,0.05,R,3.4396,TRUE
1,12,radial,0.2,0,L,1.0235,TRUE
1,13,linear,0,0.15,R,1.4179,TRUE
1,14,linear,0,0.2,R,1.4682,TRUE
1,15,linear,0.1,0,L,1.2014,TRUE
1,16,linear,0,0.05,R,2.1694,TRUE
2,1,linear,0.2,0,L,0.71743,TRUE
2,2,radial,0.15,0,L,1.2528,TRUE
2,3,linear,0,0.1,R,1.2678,TRUE
2,4,radial,0.1,0,L,2.0349,TRUE
2,5,radial,0,0.15,R,0.86765,TRUE
2,6,linear,0.15,0,L,1.1358,TRUE
2,7,radial,0,0.2,R,0.8341,TRUE
2,8,radial,0.05,0,R,2.5356,FALSE
2,9,radial,0,0.1,R,1.6851,TRUE
2,10,linear,0.05,0,R,3.0532,FALSE
2,11,radial,0,0.05,L,2.6708,FALSE
2,12,linear,0,0.15,R,0.91757,TRUE
2,13,linear,0,0.2,R,1.721,TRUE
2,14,linear,0.1,0,L,1.0395,TRUE
2,15,radial,0.2,0,L,0.90106,TRUE
2,16,linear,0,0.05,L,3.7701,FALSE
3,1,radial,0.15,0,L,1.1011,TRUE
3,2,radial,0.1,0,L,1.6849,TRUE
3,3,radial,0,0.15,R,0.85096,TRUE
3,4,radial,0,0.2,R,1.0179,TRUE
3,5,radial,0.05,0,R,5.0042,FALSE
3,6,radial,0,0.1,R,0.98438,TRUE
3,7,radial,0,0.05,R,3.1898,TRUE
3,8,linear,0.2,0,L,0.7173,TRUE
3,9,linear,0,0.1,R,2.869,TRUE
3,10,radial,0.2,0,L,0.86744,TRUE
3,11,linear,0.15,0,L,1.2516,TRUE
3,12,linear,0.05,0,R,4.3728,FALSE
3,13,linear,0,0.15,R,1.7182,TRUE
3,14,linear,0,0.2,R,0.95101,TRUE
3,15,linear,0.1,0,L,3.1192,TRUE
3,16,linear,0,0.05,L,4.6037,FALSE
4,1,radial,0.15,0,L,1.1845,TRUE
4,2,linear,0.2,0,L,1.4345,TRUE
4,3,radial,0.1,0,L,2.152,TRUE
4,4,radial,0,0.15,R,2.0848,TRUE
4,5,linear,0,0.1,L,3.6888,FALSE
4,6,radial,0,0.2,R,0.8675,TRUE
4,7,radial,0.05,0,R,4.6042,FALSE
4,8,linear,0.15,0,L,0.90096,TRUE
4,9,radial,0,0.1,R,5.7551,TRUE
4,10,radial,0,0.05,L,1.4013,FALSE
4,11,radial,0.2,0,L,0.81739,TRUE
4,12,linear,0.05,0,R,2.7689,FALSE
4,13,linear,0,0.15,R,2.205,TRUE
4,14,linear,0,0.2,R,1.7023,TRUE
4,15,linear,0.1,0,L,0.78436,TRUE
4,16,linear,0,0.05,R,2.7523,TRUE
5,1,linear,0.2,0,L,0.70069,TRUE
5,2,radial,0.15,0,L,1.2426,TRUE
5,3,linear,0,0.1,R,2.576,TRUE
5,4,radial,0.1,0,L,2.986,TRUE
5,5,linear,0.15,0,L,0.73406,TRUE
5,6,radial,0,0.15,R,1.1175,TRUE
5,7,radial,0,0.2,R,1.2403,TRUE
5,8,radial,0.05,0,L,6.7393,TRUE
5,9,linear,0.05,0,R,4.4541,FALSE
5,10,linear,0,0.15,R,0.87346,TRUE
5,11,linear,0,0.2,R,0.83423,TRUE
5,12,radial,0,0.1,R,2.0519,TRUE
5,13,radial,0,0.05,R,1.5847,TRUE
5,14,linear,0.1,0,L,0.86975,TRUE
5,15,radial,0.2,0,L,0.95105,TRUE
5,16,linear,0,0.05,R,1.0847,TRUE
