Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,radial,0.15,0,L,5.071,TRUE
1,2,radial,0.1,0,L,2.402,TRUE
1,3,radial,0,0.15,R,3.5866,TRUE
1,4,radial,0,0.2,R,2.669,TRUE
1,5,radial,0.05,0,R,5.3047,FALSE
1,6,linear,0.2,0,L,4.9876,TRUE
1,7,linear,0,0.1,L,4.6203,FALSE
1,8,linear,0.15,0,L,5.4381,TRUE
1,9,radial,0,0.1,R,3.2694,TRUE
1,10,linear,0.05,0,R,4.1865,FALSE
1,11,radial,0,0.05,L,5.7895,FALSE
1,12,radial,0.2,0,L,4.3036,TRUE
1,13,linear,0,0.15,R,5.0546,TRUE
1,14,linear,0,0.2,R,2.2527,TRUE
1,15,linear,0.1,0,L,4.1129,TRUE
1,16,linear,0,0.05,R,3.9201,TRUE
2,1,linear,0.2,0,L,3.5029,TRUE
2,2,radial,0.15,0,L,2.2186,TRUE
2,3,linear,0,0.1,R,2.6861,TRUE
2,4,radial,0.1,0,R,4.4039,FALSE
2,5,radial,0,0.15,R,2.5523,TRUE
2,6,linear,0.15,0,L,3.5531,TRUE
2,7,radial,0,0.2,R,3.5864,TRUE
2,8,radial,0.05,0,R,2.919,FALSE
2,9,radial,0,0.1,R,4.187,TRUE
2,10,linear,0.05,0,R,4.404,FALSE
2,11,radial,0,0.05,L,5.4599,FALSE
2,12,linear,0,0.15,R,4.4063,TRUE
2,13,linear,0,0.2,R,2.5856,TRUE
2,14,linear,0.1,0,L,3.0726,TRUE
2,15,radial,0.2,0,L,2.452,TRUE
2,16,linear,0,0.05,L,5.1544,FALSE
3,1,radial,0.15,0,L,3.403,TRUE
3,2,radial,0.1,0,L,3.8531,TRUE
3,3,radial,0,0.15,R,2.5354,TRUE
3,4,radial,0,0.2,R,2.4858,TRUE
3,5,radial,0.05,0,R,3.806,FALSE
3,6,radial,0,0.1,R,3.186,TRUE
3,7,radial,0,0.05,R,5.4213,TRUE
3,8,linear,0.2,0,L,2.9858,TRUE
3,9,linear,0,0.1,R,3.0695,TRUE
3,10,radial,0.2,0,L,3.7199,TRUE
3,11,linear,0.15,0,L,3.999,TRUE
3,12,linear,0.05,0,R,5.0708,FALSE
3,13,linear,0,0.15,L,3.2877,FALSE
3,14,linear,0,0.2,R,3.0857,TRUE
3,15,linear,0.1,0,L,3.6368,TRUE
3,16,linear,0,0.05,R,5.7935,TRUE
4,1,radial,0.15,0,L,2.2855,TRUE
4,2,linear,0.2,0,L,4.1034,TRUE
4,3,radial,0.1,0,L,4.3039,TRUE
4,4,radial,0,0.15,R,2.4022,TRUE
4,5,linear,0,0.1,R,5.5881,TRUE
4,6,radial,0,0.2,R,1.0844,TRUE
4,7,radial,0.05,0,L,2.1018,TRUE
4,8,linear,0.15,0,L,2.569,TRUE
4,9,radial,0,0.1,R,2.9021,TRUE
4,10,radial,0,0.05,R,3.0358,TRUE
4,11,radial,0.2,0,L,4.337,TRUE
4,12,linear,0.05,0,L,7.7633,TRUE
4,13,linear,0,0.15,R,2.5355,TRUE
4,14,linear,0,0.2,L,2.5856,FALSE
4,15,linear,0.1,0,R,3.7949,FALSE
4,16,linear,0,0.05,R,4.5038,TRUE
5,1,linear,0.2,0,L,3.6366,TRUE
5,2,radial,0.15,0,L,3.3031,TRUE
5,3,linear,0,0.1,L,3.5696,FALSE
5,4,radial,0.1,0,L,4.2536,TRUE
5,5,linear,0.15,0,L,7.4777,TRUE
5,6,radial,0,0.15,R,2.5352,TRUE
5,7,radial,0,0.2,R,2.0739,TRUE
5,8,radial,0.05,0,R,4.4203,FALSE
5,9,linear,0.05,0,L,6.1292,TRUE
5,10,linear,0,0.15,R,2.9523,TRUE
5,11,linear,0,0.2,R,2.7687,TRUE
5,12,radial,0,0.1,R,4.4038,TRUE
5,13,radial,0,0.05,R,3.6198,TRUE
5,14,linear,0.1,0,L,4.8948,TRUE
5,15,radial,0.2,0,L,3.3199,TRUE
5,16,linear,0,0.05,R,5.1045,TRUE
