"Block","Trial","PatternType","LeftCoh","RightCoh","Response","RT","Acc","SessionDate","ParticipantID","Coh","Run","DegPSec"
1,1,"linear",0.1,0,"L",7.5111,"TRUE",2014-12-03,9,0.1,2,2
1,2,"linear",0.2,0,"L",2.3352,"TRUE",2014-12-03,9,0.2,2,2
1,3,"radial",0.2,0,"L",1.5679,"TRUE",2014-12-03,9,0.2,2,2
1,4,"linear",0.05,0,"R",8.2736,"FALSE",2014-12-03,9,0.05,2,2
1,5,"linear",0,0.2,"R",3.6863,"TRUE",2014-12-03,9,0.2,2,2
1,6,"radial",0,0.05,"R",5.6546,"TRUE",2014-12-03,9,0.05,2,2
1,7,"radial",0,0.2,"R",2.6691,"TRUE",2014-12-03,9,0.2,2,2
1,8,"linear",0,0.15,"R",1.6849,"TRUE",2014-12-03,9,0.15,2,2
1,9,"radial",0,0.15,"R",2.3354,"TRUE",2014-12-03,9,0.15,2,2
1,10,"linear",0,0.1,"R",4.4042,"TRUE",2014-12-03,9,0.1,2,2
1,11,"radial",0.05,0,"R",6.4887,"FALSE",2014-12-03,9,0.05,2,2
1,12,"linear",0,0.05,"R",7.6567,"TRUE",2014-12-03,9,0.05,2,2
1,13,"radial",0.15,0,"L",4.8877,"TRUE",2014-12-03,9,0.15,2,2
1,14,"linear",0.15,0,"R",6.9727,"FALSE",2014-12-03,9,0.15,2,2
1,15,"radial",0,0.1,"R",4.5915,"TRUE",2014-12-03,9,0.1,2,2
1,16,"radial",0.1,0,"L",4.5703,"TRUE",2014-12-03,9,0.1,2,2
2,1,"radial",0.2,0,"L",1.6014,"TRUE",2014-12-03,9,0.2,2,2
2,2,"linear",0.1,0,"L",7.6064,"TRUE",2014-12-03,9,0.1,2,2
2,3,"linear",0.2,0,"L",4.137,"TRUE",2014-12-03,9,0.2,2,2
2,4,"linear",0.05,0,"L",5.7714,"TRUE",2014-12-03,9,0.05,2,2
2,5,"linear",0,0.2,"R",4.137,"TRUE",2014-12-03,9,0.2,2,2
2,6,"radial",0,0.05,"R",4.3541,"TRUE",2014-12-03,9,0.05,2,2
2,7,"radial",0,0.2,"R",3.6869,"TRUE",2014-12-03,9,0.2,2,2
2,8,"linear",0,0.15,"R",3.2697,"TRUE",2014-12-03,9,0.15,2,2
2,9,"linear",0,0.1,"R",5.5551,"TRUE",2014-12-03,9,0.1,2,2
2,10,"radial",0,0.15,"R",2.6193,"TRUE",2014-12-03,9,0.15,2,2
2,11,"radial",0.05,0,"R",3.4031,"FALSE",2014-12-03,9,0.05,2,2
2,12,"radial",0.15,0,"L",4.1756,"TRUE",2014-12-03,9,0.15,2,2
2,13,"linear",0,0.05,"L",6.2217,"FALSE",2014-12-03,9,0.05,2,2
2,14,"radial",0,0.1,"R",4.5537,"TRUE",2014-12-03,9,0.1,2,2
2,15,"radial",0.1,0,"L",5.1879,"TRUE",2014-12-03,9,0.1,2,2
2,16,"linear",0.15,0,"L",4.5078,"TRUE",2014-12-03,9,0.15,2,2
3,1,"radial",0.2,0,"L",5.8716,"TRUE",2014-12-03,9,0.2,2,2
3,2,"radial",0,0.05,"L",4.0034,"FALSE",2014-12-03,9,0.05,2,2
3,3,"radial",0,0.2,"R",3.2549,"TRUE",2014-12-03,9,0.2,2,2
3,4,"radial",0,0.15,"R",2.8424,"TRUE",2014-12-03,9,0.15,2,2
3,5,"linear",0.1,0,"L",3.9703,"TRUE",2014-12-03,9,0.1,2,2
3,6,"linear",0.2,0,"L",2.6523,"TRUE",2014-12-03,9,0.2,2,2
3,7,"linear",0.05,0,"L",7.5124,"TRUE",2014-12-03,9,0.05,2,2
3,8,"linear",0,0.2,"R",2.9356,"TRUE",2014-12-03,9,0.2,2,2
3,9,"linear",0,0.15,"R",3.3365,"TRUE",2014-12-03,9,0.15,2,2
3,10,"radial",0.05,0,"L",5.7546,"TRUE",2014-12-03,9,0.05,2,2
3,11,"radial",0.15,0,"L",1.7683,"TRUE",2014-12-03,9,0.15,2,2
3,12,"radial",0,0.1,"R",3.5197,"TRUE",2014-12-03,9,0.1,2,2
3,13,"radial",0.1,0,"L",3.67,"TRUE",2014-12-03,9,0.1,2,2
3,14,"linear",0,0.1,"R",3.4529,"TRUE",2014-12-03,9,0.1,2,2
3,15,"linear",0,0.05,"R",5.1211,"TRUE",2014-12-03,9,0.05,2,2
3,16,"linear",0.15,0,"L",2.6024,"TRUE",2014-12-03,9,0.15,2,2
4,1,"linear",0.1,0,"L",3.9034,"TRUE",2014-12-03,9,0.1,2,2
4,2,"radial",0.2,0,"L",2.6358,"TRUE",2014-12-03,9,0.2,2,2
4,3,"radial",0,0.05,"L",5.1714,"FALSE",2014-12-03,9,0.05,2,2
4,4,"linear",0.2,0,"L",3.6196,"TRUE",2014-12-03,9,0.2,2,2
4,5,"linear",0.05,0,"L",6.1553,"TRUE",2014-12-03,9,0.05,2,2
4,6,"radial",0,0.2,"R",2.9526,"TRUE",2014-12-03,9,0.2,2,2
4,7,"radial",0,0.15,"R",2.6689,"TRUE",2014-12-03,9,0.15,2,2
4,8,"linear",0,0.2,"R",5.7051,"TRUE",2014-12-03,9,0.2,2,2
4,9,"linear",0,0.15,"R",3.8198,"TRUE",2014-12-03,9,0.15,2,2
4,10,"linear",0,0.1,"R",2.8214,"TRUE",2014-12-03,9,0.1,2,2
4,11,"radial",0.05,0,"R",3.3892,"FALSE",2014-12-03,9,0.05,2,2
4,12,"linear",0,0.05,"R",6.6225,"TRUE",2014-12-03,9,0.05,2,2
4,13,"radial",0.15,0,"L",3.4524,"TRUE",2014-12-03,9,0.15,2,2
4,14,"linear",0.15,0,"L",3.503,"TRUE",2014-12-03,9,0.15,2,2
4,15,"radial",0,0.1,"R",4.2709,"TRUE",2014-12-03,9,0.1,2,2
4,16,"radial",0.1,0,"L",3.3697,"TRUE",2014-12-03,9,0.1,2,2
5,1,"radial",0.2,0,"L",2.8385,"TRUE",2014-12-03,9,0.2,2,2
5,2,"linear",0.1,0,"R",8.5572,"FALSE",2014-12-03,9,0.1,2,2
5,3,"linear",0.2,0,"L",3.6034,"TRUE",2014-12-03,9,0.2,2,2
5,4,"radial",0,0.05,"R",6.4054,"TRUE",2014-12-03,9,0.05,2,2
5,5,"radial",0,0.2,"R",3.353,"TRUE",2014-12-03,9,0.2,2,2
5,6,"linear",0.05,0,"R",6.3888,"FALSE",2014-12-03,9,0.05,2,2
5,7,"linear",0,0.2,"R",9.4912,"TRUE",2014-12-03,9,0.2,2,2
5,8,"radial",0,0.15,"R",2.4855,"TRUE",2014-12-03,9,0.15,2,2
5,9,"radial",0.05,0,"R",4.3704,"FALSE",2014-12-03,9,0.05,2,2
5,10,"radial",0.15,0,"L",1.9185,"TRUE",2014-12-03,9,0.15,2,2
5,11,"radial",0,0.1,"L",3.9369,"FALSE",2014-12-03,9,0.1,2,2
5,12,"radial",0.1,0,"L",2.8784,"TRUE",2014-12-03,9,0.1,2,2
5,13,"linear",0,0.15,"R",3.6697,"TRUE",2014-12-03,9,0.15,2,2
5,14,"linear",0,0.1,"R",2.9357,"TRUE",2014-12-03,9,0.1,2,2
5,15,"linear",0,0.05,"R",4.3704,"TRUE",2014-12-03,9,0.05,2,2
5,16,"linear",0.15,0,"L",6.5057,"TRUE",2014-12-03,9,0.15,2,2
1,1,"linear",0.1,0,"L",6.5886,"TRUE",2014-12-03,9,0.1,3,2
1,2,"linear",0.2,0,"L",2.8028,"TRUE",2014-12-03,9,0.2,3,2
1,3,"radial",0.2,0,"L",2.2518,"TRUE",2014-12-03,9,0.2,3,2
1,4,"linear",0.05,0,"L",9.332,"TRUE",2014-12-03,9,0.05,3,2
1,5,"linear",0,0.2,"R",3.1616,"TRUE",2014-12-03,9,0.2,3,2
1,6,"radial",0,0.05,"R",7.056,"TRUE",2014-12-03,9,0.05,3,2
1,7,"radial",0,0.2,"R",2.3688,"TRUE",2014-12-03,9,0.2,3,2
1,8,"linear",0,0.15,"R",2.9861,"TRUE",2014-12-03,9,0.15,3,2
1,9,"radial",0,0.15,"R",3.292,"TRUE",2014-12-03,9,0.15,3,2
1,10,"linear",0,0.1,"R",4.871,"TRUE",2014-12-03,9,0.1,3,2
1,11,"radial",0.05,0,"R",3.3029,"FALSE",2014-12-03,9,0.05,3,2
1,12,"linear",0,0.05,"R",6.2888,"TRUE",2014-12-03,9,0.05,3,2
1,13,"radial",0.15,0,"L",2.7854,"TRUE",2014-12-03,9,0.15,3,2
