Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.1,0,L,4.9875,TRUE
1,2,linear,0.2,0,R,9.0578,FALSE
1,3,radial,0.2,0,R,6.6895,FALSE
1,4,linear,0.05,0,L,6.1717,TRUE
1,5,linear,0,0.2,R,4.327,TRUE
1,6,radial,0,0.05,R,4.2871,TRUE
1,7,radial,0,0.2,R,2.5391,TRUE
1,8,linear,0,0.15,L,3.7405,FALSE
1,9,radial,0,0.15,R,2.3221,TRUE
1,10,linear,0,0.1,L,3.8868,FALSE
1,11,radial,0.05,0,R,3.6031,FALSE
1,12,linear,0,0.05,L,2.3185,FALSE
1,13,radial,0.15,0,R,2.1372,FALSE
1,14,linear,0.15,0,R,2.619,FALSE
1,15,radial,0,0.1,L,3.8531,FALSE
1,16,radial,0.1,0,R,1.4956,FALSE
2,1,radial,0.2,0,L,2.9861,TRUE
2,2,linear,0.1,0,R,2.2354,FALSE
2,3,linear,0.2,0,R,5.304,FALSE
2,4,linear,0.05,0,L,4.3204,TRUE
2,5,linear,0,0.2,R,5.4065,TRUE
2,6,radial,0,0.05,L,5.8882,FALSE
2,7,radial,0,0.2,R,2.0685,TRUE
2,8,linear,0,0.15,L,1.8017,FALSE
2,9,linear,0,0.1,R,6.1609,TRUE
2,10,radial,0,0.15,R,2.8213,TRUE
2,11,radial,0.05,0,R,3.5197,FALSE
2,12,radial,0.15,0,L,2.1354,TRUE
2,13,linear,0,0.05,R,2.2187,TRUE
2,14,radial,0,0.1,L,2.3689,FALSE
2,15,radial,0.1,0,L,2.9891,TRUE
2,16,linear,0.15,0,R,2.252,FALSE
3,1,radial,0.2,0,L,2.2186,TRUE
3,2,radial,0,0.05,L,3.1028,FALSE
3,3,radial,0,0.2,R,2.3021,TRUE
3,4,radial,0,0.15,L,2.2021,FALSE
3,5,linear,0.1,0,L,5.7551,TRUE
3,6,linear,0.2,0,R,2.6523,FALSE
3,7,linear,0.05,0,L,3.52,TRUE
3,8,linear,0,0.2,R,2.6021,TRUE
3,9,linear,0,0.15,R,2.8037,TRUE
3,10,radial,0.05,0,R,2.6355,FALSE
3,11,radial,0.15,0,L,2.5238,TRUE
3,12,radial,0,0.1,L,2.5023,FALSE
3,13,radial,0.1,0,R,3.5723,FALSE
3,14,linear,0,0.1,L,3.9702,FALSE
3,15,linear,0,0.05,R,5.6889,TRUE
3,16,linear,0.15,0,L,2.5356,TRUE
4,1,linear,0.1,0,L,0.93429,TRUE
4,2,radial,0.2,0,L,1.6064,TRUE
4,3,radial,0,0.05,L,2.0854,FALSE
4,4,linear,0.2,0,L,2.7191,TRUE
4,5,linear,0.05,0,L,1.5516,TRUE
4,6,radial,0,0.2,L,0.89213,FALSE
4,7,radial,0,0.15,R,2.2685,TRUE
4,8,linear,0,0.2,R,2.1022,TRUE
4,9,linear,0,0.15,L,1.5353,FALSE
4,10,linear,0,0.1,L,3.086,FALSE
4,11,radial,0.05,0,L,4.1224,TRUE
4,12,linear,0,0.05,L,3.4861,FALSE
4,13,radial,0.15,0,R,2.3521,FALSE
4,14,linear,0.15,0,L,3.6196,TRUE
4,15,radial,0,0.1,L,1.3364,FALSE
4,16,radial,0.1,0,L,2.7021,TRUE
5,1,radial,0.2,0,L,1.8017,TRUE
5,2,linear,0.1,0,R,2.5021,FALSE
5,3,linear,0.2,0,R,3.0694,FALSE
5,4,radial,0,0.05,L,2.4188,FALSE
5,5,radial,0,0.2,R,2.2686,TRUE
5,6,linear,0.05,0,R,2.2369,FALSE
5,7,linear,0,0.2,L,2.1687,FALSE
5,8,radial,0,0.15,R,1.1513,TRUE
5,9,radial,0.05,0,R,1.5551,FALSE
5,10,radial,0.15,0,L,2.1683,TRUE
5,11,radial,0,0.1,R,1.3064,TRUE
5,12,radial,0.1,0,L,1.4037,TRUE
5,13,linear,0,0.15,R,1.3346,TRUE
5,14,linear,0,0.1,R,2.2353,TRUE
5,15,linear,0,0.05,R,1.2012,TRUE
5,16,linear,0.15,0,R,0.73409,FALSE
